@bshin,26, SECOND PLANK 
@shahan,45, PUSHUPS 
@shahan,42, SECOND WALL SIT 
@bshin,26, PUSHUPS 
@bshin,35, PUSHUPS 
@bshin,28, PUSHUPS 
@shahan,40, SECOND PLANK 
@brandon,48, PUSHUPS 
@bshin,36, SECOND WALL SIT 
@eudgee,12, SITUPS 
@victor,11, SITUPS 
@marcos_herrero,18, PUSHUPS 
@eudgee,19, PUSHUPS 
@victor,11, PUSHUPS 
@victor,17, SECOND PLANK 
@victor,10, SITUPS 
@victor,19, PUSHUPS 
